Player,Squad,mf_post,mf_role,cm_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,mf_post_score_raw,mf_post_rating_0100,mf_role_score_raw,mf_role_rating_0100,mf_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Mason Mount,manchester utd,AM,AM_CLASSIC_10,,389,eng ENG,MF,25.0,1999.0,17,8,622,6.9,0.14,0.0,0.14,0.14,0.0,0.0,0.43,0.0,0.46,0.46,0.09,0.55,2.17,4.78,5.94,0.14,0.0,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,MF,0.14,2.9,1.3,45.0,2.89,1.3,0.05,0.11,15.0,0.0,0.0,0.0,0.46,0.46,0.17,-0.32,-0.32,,30.0,36.7,81.8,437.0,102.8,17.4,20.0,87.0,8.41,10.3,81.7,1.88,2.61,72.2,0.0,0.09,0.09,-0.09,1.16,2.75,1.16,0.29,4.78,,36.7,34.5,2.17,1.16,0.29,0.29,1.88,0.43,0.58,0.43,0.14,0.0,30.0,0.0,1.16,,3.19,3.18,2.17,0.43,0.0,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.17,0.72,0.72,1.16,0.29,1.3,1.74,75.0,0.43,1.59,0.14,1.45,0.58,2.75,0.58,0.0,,49.1,1.59,6.52,23.3,19.9,4.49,49.1,1.45,0.14,10.0,1.16,80.0,31.2,154.6,71.0,2.17,1.59,0.29,2.32,1.3,36.1,5.94,,0.43,0.0,0.0,2.32,1.3,0.14,1.88,0.58,0.72,0.0,0.0,0.0,2.61,0.58,1.16,33.3,622,LOW_MIN,-0.03453663597947848,53.125,0.14954539350822757,64.28571428571429,61.34868421052632,32.0,28.0,OK
Sandro Tonali,newcastle utd,DM,DM_DEEP_CM,,413,it ITA,MF,24.0,2000.0,36,28,2630,29.2,0.14,0.07,0.21,0.14,0.0,0.0,0.17,0.0,0.15,0.15,0.08,0.23,1.27,4.38,1.82,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,MF,0.14,1.2,0.41,34.3,1.2,0.41,0.11,0.33,19.6,0.1,0.0,0.0,0.15,0.15,0.13,-0.01,-0.01,,44.0,52.6,83.7,704.4,183.2,23.0,25.5,90.2,16.0,18.4,87.2,3.39,5.38,63.1,0.07,0.08,0.1,-0.01,0.96,3.56,1.03,0.17,4.38,,52.6,50.3,2.09,0.99,0.24,0.24,1.85,0.41,0.65,0.31,0.27,0.03,44.0,0.21,0.92,,2.67,2.67,1.71,0.34,0.1,0.21,0.21,0.1,0.31,0.31,0.27,0.03,0.0,0.0,0.0,0.0,,1.75,1.1,0.75,0.79,0.21,0.86,1.75,49.0,0.89,1.16,0.38,0.79,1.16,2.91,1.13,0.07,,62.3,2.19,13.9,33.9,15.4,1.54,62.3,1.27,0.68,54.1,0.48,37.8,33.5,190.7,79.9,1.27,1.37,0.21,1.03,0.79,43.0,1.82,,0.17,0.0,0.0,1.27,1.68,0.07,1.85,1.16,1.1,0.03,0.0,0.0,6.06,0.41,0.41,50.0,2630,OK,0.48150892027306863,79.03225806451613,0.1541090250105561,72.22222222222221,74.65437788018433,62.0,18.0,OK
Bruno Guimarães,newcastle utd,CM,,CM_BOX_TO_BOX,416,br BRA,MF,26.0,1997.0,38,38,3271,36.3,0.14,0.17,0.3,0.14,0.0,0.0,0.19,0.0,0.12,0.12,0.17,0.29,1.76,7.47,2.64,0.14,0.17,0.3,0.14,0.3,0.12,0.17,0.29,0.12,0.29,MF,0.14,1.24,0.36,28.9,1.24,0.36,0.11,0.38,16.4,0.0,0.0,0.0,0.12,0.12,0.1,0.02,0.02,,40.8,49.5,82.4,673.2,216.5,20.3,22.3,90.9,16.0,18.5,86.7,3.25,5.54,58.7,0.17,0.17,0.15,-0.0,1.43,4.96,2.12,0.17,7.47,,49.5,47.1,2.23,1.93,0.61,0.39,0.77,0.08,0.14,0.06,0.06,0.0,40.8,0.25,1.05,,3.66,3.66,3.28,0.08,0.08,0.03,0.11,0.08,0.5,0.5,0.47,0.03,0.0,0.0,0.0,0.0,,2.29,1.29,1.13,0.83,0.33,0.91,1.9,47.8,0.99,0.99,0.28,0.72,0.8,3.09,1.21,0.14,,61.0,2.29,12.3,31.2,18.2,2.34,61.0,2.15,0.94,43.6,0.74,34.6,38.6,213.9,96.0,1.76,1.27,0.41,1.54,2.09,45.5,2.64,,0.19,0.0,0.0,1.79,2.98,0.06,0.77,0.8,1.29,0.0,0.0,0.0,5.18,0.5,0.52,48.6,3271,OK,-0.10458202686044224,41.17647058823529,-0.05798683858545209,50.0,46.3235294117647,17.0,14.0,OK
Lewis Miley,newcastle utd,DM,DM_DEEP_CM,,414,eng ENG,MF,18.0,2006.0,14,1,313,3.5,0.29,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.17,0.57,4.86,2.29,0.29,0.0,0.29,0.29,0.29,0.16,0.01,0.16,0.16,0.16,MF,0.29,0.86,0.57,66.7,0.86,0.58,0.33,0.5,14.6,0.0,0.0,0.0,0.14,0.14,0.18,0.14,0.14,,48.0,54.6,88.0,696.9,114.9,26.9,30.0,89.5,16.9,17.4,96.7,2.0,2.86,70.0,0.0,0.0,0.09,0.0,0.29,3.14,1.14,0.0,4.86,,54.6,54.0,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.29,1.14,,1.14,1.15,0.86,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,3.14,1.43,2.0,0.57,2.0,4.0,50.0,2.0,1.43,0.29,1.14,0.57,4.57,1.43,0.57,,67.1,1.43,12.6,35.4,19.4,1.71,67.1,0.86,0.29,33.3,0.29,33.3,32.0,155.4,57.7,0.57,0.57,0.0,2.29,0.29,46.6,2.29,,0.0,0.0,0.0,0.86,0.29,0.0,0.0,0.57,3.14,0.0,0.0,0.0,4.57,1.71,2.0,46.2,313,LOW_MIN,-0.053573537742610824,50.0,-0.3660649621941534,22.22222222222222,32.14285714285714,62.0,18.0,OK
Sean Longstaff,newcastle utd,DM,DM_DESTROYER,,415,eng ENG,MF,26.0,1997.0,25,8,798,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.07,0.02,0.09,0.45,4.49,2.47,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,MF,0.0,0.67,0.11,16.7,0.68,0.11,0.0,0.0,13.5,0.0,0.0,0.0,0.07,0.07,0.1,-0.07,-0.07,,33.1,39.2,84.5,495.2,132.0,18.1,20.8,87.0,12.5,13.5,92.5,1.69,2.47,68.2,0.0,0.02,0.02,-0.02,0.45,2.92,0.11,0.0,4.49,,39.2,38.7,0.45,0.22,0.22,0.34,0.56,0.0,0.11,0.0,0.0,0.11,33.1,0.11,1.35,,1.57,1.58,1.35,0.0,0.11,0.11,0.0,0.0,0.22,0.23,0.11,0.0,0.0,0.11,0.0,0.0,,3.03,1.8,1.12,1.01,0.9,2.02,3.03,66.7,1.01,1.91,0.56,1.35,0.79,3.82,0.9,0.0,,48.8,2.7,13.8,21.7,13.6,2.36,48.8,0.79,0.22,28.6,0.45,57.1,27.9,132.1,48.2,0.45,1.12,0.22,1.01,0.79,34.6,2.47,,0.22,0.0,0.0,1.01,0.67,0.0,0.56,0.79,1.8,0.0,0.0,0.0,3.48,0.79,0.79,50.0,798,OK,-0.2508882181638609,27.419354838709676,0.15582086192057054,80.0,58.96774193548387,62.0,15.0,OK
Ryan Yates,nott'ham forest,DM,DM_DESTROYER,,436,eng ENG,MF,26.0,1997.0,35,18,1915,21.3,0.09,0.05,0.14,0.09,0.0,0.0,0.47,0.0,0.11,0.11,0.06,0.16,0.85,2.49,0.75,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,MF,0.09,1.55,0.42,27.3,1.55,0.42,0.06,0.22,19.6,0.0,0.0,0.0,0.11,0.11,0.07,-0.01,-0.01,,29.0,35.6,81.5,430.6,96.9,15.2,17.4,87.6,10.6,12.3,85.6,1.5,2.63,57.1,0.05,0.06,0.02,-0.01,0.85,2.25,0.19,0.0,2.49,,35.6,32.8,2.63,1.08,0.0,0.0,0.38,0.0,0.09,0.0,0.0,0.0,29.0,0.14,0.89,,1.78,1.78,1.22,0.05,0.05,0.28,0.09,0.09,0.14,0.14,0.09,0.0,0.0,0.05,0.0,0.0,,1.97,0.99,1.13,0.66,0.19,0.8,1.74,45.9,0.94,1.78,0.47,1.31,1.22,3.19,2.86,0.05,,48.9,3.76,13.0,23.9,12.5,1.92,48.9,0.85,0.42,50.0,0.23,27.8,19.9,96.6,43.8,0.85,0.85,0.05,1.13,0.85,25.6,0.75,,0.47,0.0,0.0,2.49,2.3,0.33,0.38,1.22,0.99,0.0,0.0,0.0,4.88,2.11,1.41,60.0,1915,OK,-0.4259560119403011,16.129032258064516,-0.11146294412439872,33.33333333333333,26.451612903225804,62.0,15.0,OK
Elliot Anderson,nott'ham forest,DM,DM_DEEP_CM,,440,eng ENG,MF,21.0,2002.0,37,33,2728,30.3,0.07,0.2,0.26,0.07,0.0,0.0,0.33,0.0,0.07,0.07,0.11,0.18,1.72,4.72,3.14,0.07,0.2,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18,MF,0.07,1.32,0.23,17.5,1.32,0.23,0.05,0.29,18.8,0.0,0.0,0.0,0.07,0.07,0.05,-0.0,-0.0,,35.8,45.7,78.3,576.2,195.4,18.9,21.1,89.4,13.3,16.4,81.0,2.54,5.45,46.7,0.2,0.11,0.12,0.09,1.22,3.99,0.63,0.07,4.72,,45.7,42.6,2.81,0.86,0.23,0.13,2.84,0.07,1.58,0.56,0.92,0.0,35.8,0.3,1.16,,2.87,2.87,1.42,0.66,0.23,0.26,0.13,0.17,0.33,0.33,0.13,0.1,0.0,0.03,0.03,0.03,,3.04,1.85,1.78,0.96,0.3,1.58,3.66,43.2,2.08,1.58,0.3,1.29,1.02,4.06,2.51,0.13,,60.5,3.37,14.0,29.4,18.1,2.38,60.5,2.48,1.19,48.0,0.99,40.0,30.8,167.4,78.1,1.72,1.06,0.69,1.98,1.62,35.9,3.14,,0.33,0.0,0.0,1.62,1.91,0.13,2.84,1.02,1.85,0.0,0.0,0.0,6.83,1.85,0.99,65.1,2728,OK,0.7663544423580312,91.93548387096774,0.3716692557923678,77.77777777777779,82.83410138248848,62.0,18.0,OK
Morgan Gibbs-White,nott'ham forest,CM,,CM_BOX_TO_BOX,439,eng ENG,MF,24.0,2000.0,34,34,2803,31.1,0.23,0.26,0.48,0.23,0.0,0.0,0.35,0.03,0.2,0.2,0.16,0.36,2.22,5.27,4.37,0.22,0.26,0.48,0.22,0.48,0.2,0.16,0.36,0.2,0.36,MF,0.23,1.96,0.68,34.4,1.96,0.67,0.11,0.33,17.4,0.13,0.0,0.0,0.2,0.2,0.1,0.02,0.02,,31.9,40.8,78.3,494.8,152.9,17.4,20.4,85.2,10.8,13.2,82.2,2.35,3.99,58.9,0.26,0.16,0.15,0.1,1.64,4.12,1.32,0.32,5.27,,40.8,39.9,0.58,0.23,0.61,0.39,1.45,0.03,0.03,0.0,0.0,0.0,31.9,0.32,0.87,,3.7,3.69,3.02,0.0,0.1,0.26,0.16,0.16,0.61,0.61,0.42,0.0,0.0,0.13,0.03,0.03,,1.38,0.71,0.45,0.74,0.19,0.55,1.06,51.5,0.51,0.58,0.16,0.42,0.74,2.12,0.93,0.03,,52.3,1.13,5.95,26.7,20.5,2.96,52.3,2.48,1.0,40.3,1.13,45.5,29.7,163.8,82.5,2.22,1.67,0.42,2.25,1.41,39.4,4.37,,0.35,0.03,0.03,1.22,1.29,0.23,1.45,0.74,0.71,0.03,0.0,0.0,4.08,1.29,1.77,42.1,2803,OK,-0.2138114712978205,29.411764705882355,-0.1508169570784014,35.714285714285715,33.08823529411765,17.0,14.0,OK
James Ward-Prowse,nott'ham forest,DM,DM_DESTROYER,,437,eng ENG,MF,29.0,1994.0,9,5,400,4.4,0.0,0.23,0.23,0.0,0.0,0.0,0.45,0.23,0.02,0.02,0.25,0.27,0.23,3.64,0.68,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,MF,0.0,0.45,0.23,50.0,0.45,0.23,0.0,0.0,29.0,0.23,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,,33.0,41.4,79.7,521.8,174.5,18.6,20.0,93.2,12.0,13.9,86.9,1.82,5.23,34.8,0.23,0.25,0.18,-0.02,0.91,3.64,0.45,0.0,3.64,,41.4,35.7,5.45,3.41,0.0,0.23,4.32,0.0,1.82,0.68,1.14,0.0,33.0,0.23,0.23,,2.27,2.25,1.36,0.91,0.0,0.0,0.0,0.0,0.45,0.45,0.23,0.23,0.0,0.0,0.0,0.0,,0.91,0.23,0.23,0.68,0.0,0.45,0.45,100.0,0.0,0.68,0.45,0.23,1.14,2.05,1.82,0.0,,46.6,2.95,11.1,26.1,10.2,0.23,46.6,0.0,0.0,,0.0,,20.9,92.5,38.6,0.23,0.68,0.0,0.68,0.68,26.1,0.68,,0.45,0.23,0.23,1.59,0.45,0.0,4.32,1.14,0.23,0.0,0.0,0.0,4.32,0.68,1.14,37.5,400,LOW_MIN,-0.2679619509170014,25.806451612903224,0.03277299563260372,46.666666666666664,38.32258064516129,62.0,15.0,OK
Ibrahim Sangaré,nott'ham forest,DM,DM_CONTROLLER,,438,ci CIV,MF,26.0,1997.0,13,7,590,6.6,0.0,0.15,0.15,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.06,0.06,0.15,4.09,0.61,0.0,0.15,0.15,0.0,0.15,0.0,0.06,0.06,0.0,0.06,MF,0.0,0.15,0.15,100.0,0.15,0.15,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,41.8,48.9,85.4,685.0,223.5,19.5,21.8,89.6,17.7,19.2,92.1,3.03,4.7,64.5,0.15,0.06,0.03,0.09,0.61,4.24,0.61,0.15,4.09,,48.9,47.3,1.67,1.52,0.15,0.3,0.3,0.15,0.0,0.0,0.0,0.0,41.8,0.0,1.36,,1.21,1.22,1.06,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.24,2.12,1.21,2.58,0.45,1.21,2.58,47.1,1.36,1.52,0.61,0.91,0.91,5.15,1.97,0.15,,61.7,3.94,16.7,37.4,7.88,1.06,61.7,0.15,0.0,0.0,0.15,100.0,25.9,115.0,42.9,0.15,0.3,0.0,0.76,0.61,35.8,0.61,,0.45,0.0,0.0,2.27,1.21,0.0,0.3,0.91,2.12,0.0,0.0,0.0,6.36,1.52,1.52,50.0,590,LOW_MIN,-0.2931557366053254,22.58064516129032,-0.23402162385244246,17.24137931034483,18.61042183622829,62.0,29.0,OK
Lesley Ugochukwu,southampton,DM,DM_DESTROYER,,467,fr FRA,MF,20.0,2004.0,26,18,1655,18.4,0.05,0.05,0.11,0.05,0.0,0.0,0.38,0.0,0.05,0.05,0.05,0.1,1.58,2.66,1.09,0.05,0.05,0.11,0.05,0.11,0.05,0.06,0.1,0.05,0.1,MF,0.05,0.54,0.05,10.0,0.54,0.05,0.1,1.0,17.0,0.0,0.0,0.0,0.05,0.05,0.09,0.01,0.01,,32.6,38.4,85.0,507.3,113.1,15.7,17.8,88.4,14.4,15.9,90.8,1.25,2.07,60.5,0.05,0.05,0.03,0.0,0.76,2.93,0.38,0.05,2.66,,38.4,37.9,0.49,0.49,0.11,0.0,0.33,0.0,0.0,0.0,0.0,0.0,32.6,0.0,0.6,,1.3,1.3,1.09,0.0,0.05,0.05,0.11,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,,2.72,1.3,0.87,1.63,0.22,0.98,1.96,50.0,0.98,1.47,0.54,0.92,0.76,3.48,1.25,0.11,,47.8,2.72,11.7,27.2,9.18,1.3,47.8,1.52,1.03,67.9,0.43,28.6,26.0,139.4,66.8,1.58,0.82,0.33,0.65,0.71,32.6,1.09,,0.38,0.0,0.0,1.68,0.87,0.0,0.33,0.76,1.3,0.0,0.05,0.0,3.64,1.09,0.98,52.6,1655,OK,-0.3646183483004231,17.741935483870968,0.04716566305127921,60.0,43.096774193548384,62.0,15.0,OK
Flynn Downes,southampton,DM,DM_CONTROLLER,,471,eng ENG,MF,25.0,1999.0,27,25,2151,23.9,0.04,0.0,0.04,0.04,0.0,0.0,0.5,0.0,0.03,0.03,0.05,0.07,1.21,2.76,1.21,0.04,0.0,0.04,0.04,0.04,0.03,0.05,0.07,0.03,0.07,MF,0.04,0.42,0.13,30.0,0.42,0.13,0.1,0.33,18.7,0.0,0.0,0.0,0.03,0.03,0.06,0.02,0.02,,42.0,46.4,90.4,612.8,121.0,24.1,25.9,93.1,14.7,16.0,92.1,1.55,2.22,69.8,0.0,0.05,0.06,-0.05,0.63,2.59,0.5,0.0,2.76,,46.4,45.1,1.21,1.21,0.29,0.04,0.17,0.0,0.0,0.0,0.0,0.0,42.0,0.04,0.54,,1.3,1.3,1.13,0.08,0.0,0.04,0.0,0.04,0.08,0.08,0.04,0.04,0.0,0.0,0.0,0.0,,2.05,1.05,0.96,0.88,0.21,0.63,1.51,41.7,0.88,1.17,0.38,0.79,1.34,3.39,2.13,0.17,,56.0,4.14,16.9,30.1,9.5,0.88,56.0,0.84,0.33,40.0,0.33,40.0,26.8,147.3,76.4,1.21,0.88,0.17,0.63,0.71,39.5,1.21,,0.5,0.0,0.0,2.09,1.63,0.0,0.17,1.34,1.05,0.0,0.0,0.0,3.47,0.71,0.71,50.0,2151,OK,-0.2082556381767507,33.87096774193548,-0.13034348572223053,34.48275862068966,34.32588916459885,62.0,29.0,OK
Mateus Fernandes,southampton,DM,DM_DEEP_CM,,470,pt POR,MF,20.0,2004.0,36,34,2909,32.3,0.06,0.12,0.19,0.06,0.0,0.0,0.25,0.0,0.12,0.12,0.09,0.22,2.35,4.49,3.34,0.06,0.12,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,MF,0.06,1.3,0.43,33.3,1.3,0.43,0.05,0.14,18.7,0.12,0.0,0.0,0.12,0.12,0.1,-0.06,-0.06,,33.7,42.1,79.9,569.8,135.3,15.8,18.0,87.9,12.8,15.0,85.9,3.41,6.07,56.1,0.12,0.09,0.11,0.03,1.05,3.03,0.84,0.19,4.49,,42.1,36.7,5.42,1.89,0.28,0.31,3.5,0.31,1.67,1.21,0.43,0.0,33.7,0.06,1.11,,2.41,2.41,1.36,0.43,0.19,0.19,0.19,0.06,0.22,0.22,0.12,0.06,0.0,0.0,0.0,0.03,,2.76,1.49,1.39,0.87,0.5,1.02,2.23,45.8,1.21,1.33,0.25,1.08,0.87,3.62,1.08,0.22,,54.5,2.23,11.9,26.8,16.9,1.52,54.5,3.37,1.52,45.0,1.52,45.0,27.8,177.6,97.3,2.35,2.17,0.28,1.8,1.11,33.3,3.34,,0.25,0.0,0.0,1.42,1.7,0.12,3.5,0.87,1.49,0.0,0.0,0.0,5.54,0.46,0.28,62.5,2909,OK,0.6266109266100635,85.48387096774194,0.1408278644520392,66.66666666666666,73.38709677419354,62.0,18.0,OK
Carlos Alcaraz,southampton,AM,AM_CLASSIC_10,,472,ar ARG,MF,21.0,2002.0,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,40.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,MF,0.0,10.0,10.0,100.0,9.0,9.0,0.0,0.0,9.7,0.0,0.0,0.0,1.0,1.0,0.07,-1.0,-1.0,,130.0,130.0,100.0,2210.0,660.0,70.0,70.0,100.0,40.0,40.0,100.0,20.0,20.0,100.0,0.0,1.0,0.0,-1.0,10.0,40.0,10.0,10.0,60.0,,130.0,110.0,20.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,130.0,0.0,0.0,,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,,170.0,0.0,10.0,80.0,90.0,20.0,170.0,20.0,0.0,0.0,20.0,100.0,120.0,1120.0,980.0,40.0,10.0,0.0,0.0,0.0,120.0,10.0,,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,100.0,10,LOW_MIN,0.20488413699548633,68.75,0.34419419113094785,78.57142857142857,75.98684210526315,32.0,28.0,OK
Adam Lallana,southampton,DM,DM_CONTROLLER,,469,eng ENG,MF,36.0,1988.0,14,5,361,4.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.05,0.05,0.23,0.28,1.5,6.0,2.5,0.0,0.5,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27,MF,0.0,0.75,0.0,0.0,0.75,0.0,0.0,,18.1,0.0,0.0,0.0,0.05,0.05,0.06,-0.05,-0.05,,55.3,65.0,85.0,722.8,245.0,36.8,41.3,89.1,15.3,16.8,91.0,1.0,2.25,44.4,0.5,0.23,0.13,0.28,1.0,5.25,2.25,0.75,6.0,,65.0,63.8,1.0,0.75,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.3,0.25,0.75,,2.25,2.24,2.0,0.0,0.0,0.0,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,2.0,1.25,1.0,1.0,0.0,0.5,3.0,16.7,2.5,1.0,0.25,0.75,1.25,3.25,1.25,0.0,,79.5,4.75,22.8,38.8,18.3,1.5,79.5,3.0,1.25,41.7,1.25,41.7,44.5,207.8,91.5,1.5,2.0,0.0,2.5,1.5,61.3,2.5,,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.25,1.25,0.0,0.0,0.0,4.75,0.5,0.5,50.0,361,LOW_MIN,0.9943425705784138,99.19354838709677,1.129841623474643,100.0,99.79321753515302,62.0,29.0,OK
William Smallbone,southampton,CM,,CM_BOX_TO_BOX,468,ie IRL,MF,24.0,2000.0,18,6,690,7.7,0.13,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.08,0.08,0.09,0.17,0.65,3.51,3.25,0.13,0.0,0.13,0.13,0.13,0.07,0.1,0.17,0.07,0.17,MF,0.13,0.91,0.13,14.3,0.91,0.13,0.14,1.0,17.6,0.13,0.0,0.0,0.08,0.08,0.08,0.05,0.05,,35.1,46.2,75.8,571.3,156.2,16.9,20.0,84.4,14.5,17.0,85.5,2.6,6.88,37.7,0.0,0.09,0.12,-0.09,1.3,1.69,0.52,0.39,3.51,,46.2,38.2,7.79,1.56,0.13,0.26,4.68,0.52,3.25,1.95,0.91,0.0,35.1,0.26,1.04,,2.08,2.09,1.56,0.39,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.6,1.69,1.17,1.17,0.26,0.91,2.86,31.8,1.95,1.04,0.0,1.04,0.26,2.86,1.82,0.26,,56.0,2.21,10.8,27.7,18.1,2.21,56.0,0.78,0.52,66.7,0.26,33.3,25.1,102.2,51.6,0.65,1.17,0.13,1.56,0.78,34.0,3.25,,0.13,0.0,0.0,1.43,0.39,0.0,4.68,0.26,1.69,0.0,0.13,0.0,2.99,0.52,0.78,40.0,690,LOW_MIN,-0.5691010107070873,5.88235294117647,-0.544058410966469,7.142857142857142,6.617647058823529,17.0,14.0,OK
Lucas Bergvall,tottenham,DM,DM_CONTROLLER,,503,se SWE,MF,18.0,2006.0,27,11,1212,13.5,0.0,0.07,0.07,0.0,0.0,0.0,0.22,0.0,0.05,0.05,0.04,0.1,2.44,3.63,2.3,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,MF,0.0,0.89,0.15,16.7,0.89,0.15,0.0,0.0,19.9,0.0,0.0,0.0,0.05,0.05,0.06,-0.05,-0.05,,46.6,53.3,87.4,782.7,163.1,21.9,23.8,91.9,19.6,21.8,89.8,3.93,5.26,74.6,0.07,0.04,0.06,0.03,0.81,3.93,0.52,0.22,3.63,,53.3,50.0,3.26,1.56,0.0,0.59,1.56,0.74,0.59,0.37,0.15,0.0,46.6,0.07,0.81,,1.63,1.63,1.19,0.3,0.0,0.15,0.0,0.0,0.3,0.3,0.22,0.0,0.0,0.07,0.0,0.0,,2.89,1.41,1.04,1.48,0.37,1.26,2.37,53.1,1.11,1.33,0.59,0.74,1.78,4.67,1.63,0.22,,65.6,2.67,13.9,35.4,17.2,1.63,65.6,3.33,1.56,46.7,1.48,44.4,39.3,251.3,121.0,2.44,1.56,0.3,1.48,1.41,43.4,2.3,,0.22,0.0,0.0,1.48,1.26,0.0,1.56,1.78,1.41,0.0,0.0,0.0,5.41,0.67,0.59,52.9,1212,OK,0.6913474867816302,88.70967741935483,0.8411437150040071,96.55172413793103,94.5409429280397,62.0,29.0,OK
